asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes
IM-1,Azure AD Authentication Required for Data Plane Access,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Customer Lockbox portal enforces AAD authentication for approving and denying Microsoft support access requests; always enabled; platform-enforced
AM-5,Microsoft Defender for Cloud - Adaptive Application Controls,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Customer Lockbox is a portal-based approval workflow; no compute workloads; not_applicable
IM-8,Service Credential and Secrets Support Integration and Storage in Azure Key Vault,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox approval workflow does not use or integrate Key Vault; no credential management concept in Lockbox; not_applicable
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; portal-based approval service; no compute or OS layer; not_applicable
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; portal-only service; no compute to monitor; not_applicable
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Customer Lockbox is a portal service; no VM or DSC concept; not_applicable
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; portal service; no OS patching concept; not_applicable
BR-1,Azure Backup,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Customer Lockbox is a subscription-level portal service; no data store to back up; not_applicable
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; portal service; no VM guest agent concept; not_applicable
AM-2,Azure Policy Support,False,Not Applicable,now_applicable_native,now_applicable_native,subscription.policy.assignments[name='customer-lockbox'],,,now_applicable_native: MCSB v3 baseline recorded False but Azure Policy built-in definition 'Customer Lockbox should be enabled for your subscription' (Policy ID: ca6d0de3-aca0-4a46-9f73-69a31e1fa3e6) now exists for auditing Lockbox enablement; script check deferred to later phase
PA-7,Azure RBAC for Data Plane,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox approval requires Global Administrator or Account Administrator role; no granular RBAC data plane for Lockbox approval workflow; not_applicable
DP-7,Certificate Management in Azure Key Vault,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox is an approval workflow; no certificate or key management concept; not_applicable
IM-7,Conditional Access for Data Plane,False,Not Applicable,now_applicable_native,now_applicable_native,conditionalAccessPolicy.conditions.applications.includeApplications[AzurePortal],,,now_applicable_native: MCSB v3 baseline recorded False but Conditional Access policies can gate Azure portal access — the only path for Lockbox approval and denial operations; CA policies applied to Azure portal (app ID 00000006-0000-0ff1-ce00-000000000000) effectively enforce CA for all Lockbox operations; script check deferred to later phase
PA-8,Customer Lockbox,True,False,implemented,implemented,subscription.properties.features.customerLockbox,,,LIVE-DIRECT: Customer Lockbox IS the PA-8 control; check Lockbox is enabled at subscription level; approval workflow enforces least-privilege for Microsoft support access requests; verify customerLockbox feature enabled via Security Center API
PV-3,Custom Containers Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; portal service; no container concept; not_applicable
PV-3,Custom VM Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; portal service; no VM image concept; not_applicable
DP-5,Data at Rest Encryption Using CMK,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Customer Lockbox does not store customer data requiring at-rest encryption; approval metadata stored by Microsoft; not_applicable
DP-4,Data at Rest Encryption Using Platform Keys,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Customer Lockbox does not store customer data; no customer-controlled at-rest encryption concept; not_applicable
DP-3,Data in Transit Encryption,False,Not Applicable,now_applicable_native,now_applicable_native,N/A — microsoft_managed PASS static,,,now_applicable_native: MCSB v3 baseline recorded False but Customer Lockbox is accessed exclusively via Azure portal which enforces TLS 1.2 for all traffic; microsoft_managed TLS enforcement applies to all Lockbox approval and denial operations; script check deferred to later phase
DP-2,Data Leakage/Loss Prevention,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox approval workflow does not process or store customer data subject to DLP controls; not_applicable
LT-1,Microsoft Defender for Service / Product Offering,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; no Microsoft Defender plan for Customer Lockbox service; not_applicable
NS-2,Disable Public Network Access,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox is a subscription-level portal service; no private endpoint or public access toggle concept; portal-only access; not_applicable
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; portal service; no endpoint layer; not_applicable
DP-6,Key Management in Azure Key Vault,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox does not manage encryption keys; no KV integration concept; not_applicable
PA-1,Local Admin Accounts,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox requires Global Administrator role for approval; no local admin account concept; not_applicable
IM-1,Local Authentication Methods for Data Plane Access,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox portal access requires AAD authentication; no local auth alternative; not_applicable
IM-3,Managed Identities,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox is a subscription-level portal workflow; no managed identity concept for approval operations; not_applicable
BR-1,Service Native Backup Capability,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Customer Lockbox has no data store; backup concept not applicable; not_applicable
NS-1,Network Security Group Support,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox is a subscription-level portal service; no VNet or NSG concept; not_applicable
NS-2,Azure Private Link,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox accessed via Azure portal only; Private Link not applicable; not_applicable
LT-4,Azure Resource Logs,False,Not Applicable,now_applicable_native,now_applicable_native,ActivityLog.filter(resourceType='Microsoft.CustomerLockbox'),,,now_applicable_native: MCSB v3 baseline recorded False but Customer Lockbox access requests (approvals and denials) are now captured as Activity Log events under Microsoft.CustomerLockbox resource type; auditable via Azure Monitor Activity Log; script check deferred to later phase
DP-1,Sensitive Data Discovery and Classification,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox does not perform data discovery or classification; not_applicable
IM-3,Service Principals,False,Not Applicable,still_not_applicable,still_not_applicable,,,,"feature_supported=False; Customer Lockbox operations use Global Admin AAD credentials, not service principals; not_applicable"
NS-1,Virtual Network Integration,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox is not deployed into customer VNet; portal-only service; not_applicable
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; portal service; no compute or OS layer to scan; not_applicable
